"city","grid10_id","NDVI_2023_mean","total_20_55_mean","GDP_mean","Unemployment_mean","BD_mean","Urbanization_Rate_mean","Street_Intersection_Density_mean","Walkability_Index_mean","NDVI_2023_gini","total_20_55_gini","GDP_gini","Unemployment_gini","BD_gini","Urbanization_Rate_gini","Street_Intersection_Density_gini","Walkability_Index_gini"
"Amarillo",90050,0.270665277776667,382.6085875,4294345863.82222,0.0249311293000865,0.279080622519056,27.7142857142857,142.59022159757,15.0027474647266,0.186997872186201,0.283665202717705,0.000224264880729903,0.0413694092708579,0.0570999673545416,0.042911476231386,0.112736765464566,0.0640666796223575
"Amarillo",90051,0.243428819445417,377.785841666667,4291296834.84444,0.0244396264139484,0.2407005832841,28.55625,101.965754261249,13.1568287037037,0.103546161252591,0.33258877202055,4.2019130790213e-05,0.018979330891812,0.122717209785308,0.0338604362734369,0.132537902170018,0.0861575397698116
"Amarillo",90052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington",66847,0.44061770833375,677.411625,7763164279.46667,0.0227488844041163,0.228862874209881,25.975,65.2578019546598,7.72638888888889,0.041496845100116,0.222579287556513,0.0397001315578463,0,0.0940830079347393,0.0500481231953801,0.10352578066249,0.0859360956318533
"Arlington",67492,0.457770945945946,553.092189189189,6171033230.99099,0.0275186308328733,0.187885350874952,29.1445945945946,73.4776010096688,7.78165486915487,0.0610626936878242,0.224173986468244,0.130569139025134,0.0305447357665352,0.093156839496767,0.0247450120867842,0.120981251784105,0.0741539017935987
"Arlington",67493,0.41154040880566,662.278152830189,7930978250.2239,0.0306037031485724,0.188665329988273,29.1924528301887,71.9086659823989,7.9277815214136,0.0677216030862726,0.301865312715597,0.0852976087761093,0.0176762311325827,0.157463272092287,0.0246406777428733,0.156250970373292,0.0681099858667135
"Arlington",68138,0.447338516260488,441.430269837439,6517278043.9935,0.0351247151871903,0.190078060415278,28.3140243902439,77.9881030819282,8.90221399535424,0.0808123952265489,0.263364512394975,0.100779073595725,0.0359036996585001,0.142180932087151,0.0469444568463128,0.148017921339567,0.132971540210775
"Arlington",68139,0.390053124999917,716.834435,9116246841.74222,0.0382445089727521,0.230348083966722,29.96625,90.9741038565747,8.31387310606061,0.122203544507879,0.318977679390267,0.0519415870914631,0.0198873575254601,0.115878932088976,0.001108538772786,0.191068813146099,0.0897011117421944
"Arlington",68140,0.358482291667019,587.70562211324,7202555315.85641,0.0390998599907308,0.194710461534739,29.7677884615385,79.9413477969047,7.22335546398046,0.111831317901965,0.398589976050907,0.156409955751179,0.0163317819365712,0.215367784243957,0.0073875262292821,0.228884756615478,0.0929760202461892
"Arlington",68784,0.435015591397097,640.146512903226,5558977155.02796,0.0382892695290547,0.210652774380099,27.9684331797235,75.9831959456195,9.30221987540536,0.0767890035808928,0.273514365209164,0.0194572410415678,0.021775208548204,0.124565695449681,0.0515539589032103,0.173084628813263,0.114785295472197
"Arlington",68785,0.41526981982,716.451295945946,5605985072.2018,0.0382325288334276,0.204052931754976,28.7959459459459,85.4156116710881,8.41835049335049,0.142307126157318,0.397261538468184,0.0695264562416847,0.0060235364313558,0.153932214078105,0.0350968313096991,0.19567847217871,0.112482296942126
"Arlington",68786,0.3574963333336,567.33987876,5285332129.10933,0.0373033740028787,0.248369693259398,27.6829523809524,65.9461261048968,8.98390476190476,0.138471271552959,0.436400355247258,0.137074460396714,0.0106725813003649,0.130555928804441,0.0627118173696951,0.289524265114961,0.138320955720538
"Atlanta",76677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlanta",76678,0.5726629629625,560.131305555556,5704557102.93333,0.0721566089593026,0.162769417174988,23.7060185185185,93.7029516386425,12.5912257495591,0.074174350427522,0.150433048813957,0.076384426985059,0,0.15704869761046,0.0622459829226746,0.201604854454524,0.0618174445872392
"Atlanta",76679,0.5267,601.98215,7053943398.4,0.0641346159258184,0.170892500504851,27.5025,85.7522216296616,12.2411111111111,0.0650268970308524,0.326544561994072,0,0.0250161099982663,0.131475167998728,0.0564721388964639,0.203907712740478,0.0687017790687119
"Atlanta",77323,0.626200000001667,373.915666666667,3622727415.46667,0.0706709092079753,0.102768166611592,21.225,43.0642189005153,11.0837962962963,0.0332613234451188,0.308700773585012,0.0146248936571384,0,0.0172035112658501,0.026763512629237,0.128916342753662,0.0547944251841332
"Atlanta",77324,0.452665298507612,957.253813432836,6218414127.32121,0.0645753296720683,0.203566656517449,29.034328358209,116.828948970708,13.8897506515044,0.16481688289077,0.359282272513372,0.191713284003516,0.0565995334530452,0.174171983369198,0.0286998667281492,0.281767798741443,0.068889071284655
"Atlanta",77325,0.514074627976071,1366.65174196429,8553018616.46607,0.0419575872643389,0.206014331031059,29.5982142857143,125.471886819222,14.1911287084278,0.128505640935513,0.374534070460513,0.0707670324408584,0.0279841114874044,0.149391969084557,0.0124499030381383,0.283496586281805,0.0685470780487362
"Atlanta",77326,0.572355324074306,684.998138888889,7587349299.2,0.0606140266247088,0.154782250420087,27.8180555555556,75.8883901723955,12.5789296737213,0.0566878321851922,0.203458888937145,0.0325797099980998,0.0410235554836716,0.144793611157941,0.0554875985376759,0.167697949463456,0.0771140735437497
"Atlanta",77969,0.557503888888,761.840066666667,5297794714.73778,0.0284867052250025,0.18118326763312,23.0377777777778,82.2471458540336,10.8827777777778,0.0588745934667263,0.136692626912683,0.0190028893472191,0,0.0900060976672124,0.0310986784990836,0.0672944781067618,0.0769229896597296
"Atlanta",77970,0.48748333333303,1015.30190909091,6049913435.02222,0.0303338228205031,0.19025751745159,26.6363636363636,68.9521976136283,12.5941778900112,0.111987943297719,0.274128151574367,0.188173797423388,0.260880253663051,0.156502929292796,0.0607899242711529,0.142529258609346,0.0901659567313289
"Atlanta",77971,0.565908012820577,1132.80039423077,7543574773.89256,0.0296039382294595,0.183483692387549,29.3538461538462,81.1254993645395,13.4130507224257,0.0659312492589748,0.276847715513771,0.132483044792484,0.0503207773511986,0.11348108959732,0.0186978410740203,0.152274040266249,0.0484318166018085
"Atlanta",78616,0.503555882352353,1086.9655,4882420440.84706,0.0348814836639209,0.186129030059366,28.5838235294118,76.0303343832632,12.0102532679739,0.0813802680563373,0.226632133727918,0.0228388205881513,0.0562710303437442,0.141734866220521,0.0305466529874799,0.124289887169056,0.0832119297885985
"Atlanta",78617,0.540102032520244,978.093975609756,5689174214.5561,0.0252516372030108,0.190000024328871,26.9524390243902,78.6839727261269,12.408768873403,0.0856377322079918,0.236558727524964,0.0700265747662707,0.0122689791486112,0.143705396036654,0.0613392396988989,0.141926061263694,0.0814414388089238
"Austin",46167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin",46168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin",46812,0.559059523809286,600.3075,5571246166.55238,0.0183776355642243,0.188274070088352,24.6714285714286,53.1399470514248,8.55496031746032,0.0178969175030116,0.203340490379633,0.0290149856393222,0.188544267992792,0.125880235581173,0.0775498386963355,0.137794715482241,0.0936107402118487
"Austin",46813,0.517027947154878,798.646902439024,8237972190.28293,0.0345476255070675,0.174148157874985,29.3146341463415,81.5310704842499,11.4583430120015,0.049459574368311,0.218236358593913,0.151123737396221,0,0.155126384624787,0.019176953563362,0.112214086057904,0.0970948959799596
"Austin",46814,0.4398911858975,801.154976923077,8983717770.01026,0.0367467264889637,0.180786460423126,29.3596153846154,61.9102013925991,11.6869696275946,0.126692990435982,0.354686581996338,0.07772337821145,0.0170968834448871,0.197910515223691,0.0197560348867088,0.208417268904847,0.0772175482162288
"Austin",46815,0.384075,1337.86,7757309405.86667,0.0190592218872604,0.203878000378609,28.2,55.4198125083296,13.375,NA,NA,NA,NA,NA,NA,NA,NA
"Austin",47458,0.513312962962222,577.898555555556,3887196558.22222,0.0160567419357351,0.153731778264046,22.9388888888889,43.4445332363536,8.95771604938272,0.0437719790877373,0.217554480011155,0.265563254298331,0.130689352094149,0.118900366132452,0.100320228196227,0.254433345832906,0.114713617935201
"Austin",47459,0.515922297297568,768.894216216216,6747941131.3009,0.0252555802723347,0.183073999712596,27.2013513513514,79.9620279774059,12.2061668811669,0.0678129138545169,0.308334083733476,0.203991910797686,0.0871167870028594,0.119639636612972,0.062419018949398,0.1267613333011,0.0604719408500788
"Austin",47460,0.445984895833393,1323.21650357143,9651448347.42857,0.0369611444435722,0.211885643175005,29.8714285714286,130.377606964288,14.487895751735,0.0915048080880295,0.34444518884105,0.176095673079872,0.0351718013746184,0.154839020300431,0.0041936744209879,0.270972869674907,0.074670339267455
"Austin",47461,0.477834294872308,768.363280769231,9248066995.2,0.0370389571201649,0.15052684625754,28.3796703296703,65.0624393987278,11.778952991453,0.0742031134785671,0.311902642565075,0.235778992821346,0.0186702956010645,0.206427488057956,0.0395293560479132,0.269438615966286,0.128319436139773
"Austin",47462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin",48104,0.543860416665,495.734,2201371374.93333,0.0108766645746411,0.153418499976397,20.7875,39.7509212191997,8.77083333333333,0.0094415693372899,0.204864403087139,0,0,0.060450680275206,0.0230006013229103,0.0621046404688524,0.0017814726840855
"Austin",48105,0.579941666665,441.8985,4583281851.73333,0.0195112688371623,0.199523001909256,25.5,74.5401870214515,9.55555555555556,0.0037144540413654,0.002556582563643,0.0069645945342116,0.0897728856027964,0.0279466505827362,0.0441176470588235,0.119418664824385,0.136627906976744
"Austin",48106,0.445501960784608,1085.42287254902,10269760358.4,0.0320482107558482,0.234859185914198,29.7,118.480713133678,14.1318429391959,0.101981428676123,0.235251862798516,0.13691393762766,0.0275207536270304,0.0817023225170532,0.009285472953293,0.200251006084251,0.0731147567076735
"Austin",48107,0.443474198717885,846.525063461538,9268999061.00513,0.0340813805048041,0.190071788114997,28.5769230769231,66.4234534608056,11.6392806267806,0.0804180610408919,0.275058491170552,0.20146364579905,0.0316799057075856,0.183892302867206,0.039659902681437,0.287881569361432,0.107035204974201
"Austin",48108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin",48750,0.545713888886667,491.963666666667,2201371374.93333,0.0108766645746411,0.157713000973066,21.05,40.8481286283659,8.77777777777778,0.0110015592908819,0.234713810166198,0,0,0.0554636325687693,0.0237529691211401,0.0716284080248303,0.0021097046413502
"Austin",48751,0.508054901960882,606.406411764706,7411500377.34902,0.0342306190741519,0.183001146158751,28.2779411764706,56.1173508695811,8.89459617180206,0.0901935963106341,0.303267594021032,0.0537887390565209,0,0.111710282512169,0.0476715622543156,0.191029181459077,0.121057846184863
"Austin",48752,0.44155442708375,929.684697916667,8502685843.91111,0.0357479273197308,0.218316156572352,29.4708333333333,75.9451812961531,11.548189484127,0.107127253037837,0.247422453599141,0.138007999895653,0.0148272358283263,0.125424484006528,0.0159460566002167,0.160361812212957,0.128278149800256
"Austin",48753,0.432128546098936,840.446989361702,7358873832.57872,0.0258092406910377,0.191197191226356,29.1718085106383,71.024203196391,10.341706771361,0.0746660272296044,0.290636080121261,0.131213012279611,0.103074538574258,0.185620143657906,0.0248603266345207,0.163527207169971,0.121210065114546
"Austin",48754,0.50509166667,274.896,7315614310.4,0.0222382457556836,0.173894003033638,20.75,24.9989305872581,7.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA
"Austin",49397,0.455131025641231,715.242498461539,4856131524.26667,0.0312683068920882,0.200484784635214,28.6776923076923,62.2836217065684,9.00262515262515,0.0851969671437491,0.227728451342345,0.275184683912367,0.0102026066231359,0.129374744485003,0.0379100098420932,0.197037103982363,0.109311196185327
"Austin",49398,0.489728205128269,732.190182692308,5371765499.07692,0.0278776028844841,0.188529135372776,28.6980769230769,54.5525977811237,8.47148199023199,0.0628863517460972,0.324505491082422,0.173792100892824,0.0981798291900823,0.196219059584957,0.0378094732447074,0.222935460910165,0.12274451802428
"Austin",49399,0.420499484535567,663.646317525773,4834149845.42131,0.0332479201420886,0.18513267065792,29.6757731958763,55.8268833600955,8.71749713631157,0.0994777095177887,0.303107463203501,0.229066512191206,0.0279139449063048,0.182246479352591,0.0100136326511755,0.189301653076083,0.148331284730506
"Bakersfield",89858,0.275569444443333,566.860533333333,5523117590.75556,0.0167004580034657,0.160649662216504,20.9,14.8493150616167,7.66666666666667,0.0442114812763236,0.449791373335648,0.0811453470372916,0,0.346064270770102,0.108452950558214,0,0
"Bakersfield",89859,0.302652314815,893.587055555556,5893905375.76296,0.0394970557640171,0.262707665148709,25.2861111111111,55.1467403433909,10.8737654320988,0.0739680441845225,0.261203387625473,0.0454669525313414,0.0641302309180097,0.153406084559538,0.0900618843604672,0.158994695485574,0.0809561654981881
"Bakersfield",90503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bakersfield",90504,0.319384203980149,665.491002695522,3487315647.35354,0.0300638562338016,0.292994717497434,29.0708955223881,72.4516980870965,10.5227769880755,0.0942747232157405,0.374305104509332,0.159201883499926,0.013268670750636,0.1848846645391,0.028285986317929,0.207743012310118,0.118462310803182
"Bakersfield",90505,0.286218042070777,963.98324368932,4882711870.87059,0.0511421144114042,0.30472588242547,29.3058252427184,66.4972615163644,12.1458891971028,0.0855017214030236,0.263798833421388,0.138854983809216,0.0620928779378525,0.147880980830555,0.0214431716389706,0.178560379078179,0.0560418278271393
"Bakersfield",90506,0.256484848485454,440.634945454546,4488858338.13333,0.0485580284381816,0.203817089850252,27.9727272727273,31.5351474071242,10.334595959596,0.148336269119773,0.440416407064453,0.0753386643196638,0,0.138123592141403,0.0585871716843442,0.214979436228035,0.0454489920586438
"Bakersfield",91149,0.309045,406.051,1560760754.56,0.0340260258290628,0.261144605278969,25.74,39.2207288349972,8.15,0.0325173788102056,0.0994472122959923,0.159074536029916,0,0.0358109729795938,0.068997668997669,0.186178062988995,0.121881390593047
"Bakersfield",91150,0.294641262135728,495.811664951456,2722103974.35817,0.0332519674979077,0.272397552481265,29.383102172908,53.2815831377302,10.4285059331176,0.104648758669316,0.312848638472758,0.218493654748087,0.0131675461363964,0.166865617767319,0.0183924891326223,0.185630007306137,0.0970254136894888
"Bakersfield",91151,0.264257193731966,652.17665991453,3273934139.13046,0.0533569711223085,0.291169555189136,29.6526048026048,76.6478129907758,12.2708061999729,0.133949639619681,0.422286665418875,0.207229589376235,0.0367589958237244,0.178463055006135,0.0109365042051166,0.299808978458772,0.10396381899712
"Bakersfield",91152,0.291421794872,899.529004615385,4313156471.57026,0.0515788861144034,0.298311677704064,29.0950549450549,79.0061282088829,11.8639458689459,0.11224939822689,0.273000865844705,0.110953664730955,0.0192664810074593,0.159097588883015,0.0265697447228238,0.218342639370502,0.0748508545254414
"Bakersfield",91153,0.3499,325.807,648756145.066667,0.0509551305554499,0.182418003678322,23,23.5092623292112,5,NA,NA,NA,NA,NA,NA,NA,NA
"Bakersfield",91796,0.30503560606,714.364545454545,102903558.981818,0.0337532615632418,0.308509813113646,27.3848484848485,51.9875642440319,8.27020202020202,0.0899940100905873,0.185371938373016,0.436595035152305,0,0.117630289294189,0.0246102243446495,0.102595820536903,0.0978764746703677
"Bakersfield",91798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bakersfield",91799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltimore",125862,0.494156033675676,263.287731957728,2881820459.17133,0.0374359348036408,0.0900385948267727,16.2432432432432,47.6341587957954,8.52481231231231,0.159153701887968,0.642263976826063,0,0,0.43413209631965,0.176215316814318,0.431659948573513,0.159246624046427
"Baltimore",126506,0.557904377070707,464.777188811929,6379720825.347,0.0322104047825559,0.135771888357615,22.0909090909091,57.6940514909541,10.5004028379028,0.0789618065121583,0.521885945552422,0.0752072505569466,0.0854821583583494,0.327061917084041,0.190048634493079,0.369777174242921,0.15209861695515
"Baltimore",126507,0.374058946848485,616.009566428616,9406653546.35778,0.044884978040289,0.173833899877288,26.030303030303,108.145253887366,12.9182960557961,0.220834911658615,0.580049487333923,0.068838652051202,0.0231554661303909,0.265181503714969,0.111969520584189,0.368862523863426,0.112120055138927
"Baltimore",126508,0.28395739272043,406.298357159999,5245588347.88132,0.0436297473056039,0.140109581488603,21.9139784946237,68.7545453867511,10.5074074074074,0.324013158091959,0.719797024430478,0.107662914529995,0.0189672711980361,0.465756489820667,0.215876834763156,0.437264027185723,0.155878552710937
"Baltimore",127152,0.514095117828283,761.81107603402,7820365938.97135,0.0467512741609992,0.200824000223568,30,100.61518354552,12.7187157773016,0.0720422474544401,0.31109441781839,0.0902294589463644,0.0354038207083431,0.172956745491389,0,0.15800776888217,0.0635909486980861
"Baltimore",127153,0.390290909121212,1594.14353095455,11568386924.0728,0.0516176372009537,0.239326443636056,30,213.590335577678,15.0555907709948,0.181902790796035,0.390100738057612,0.0780103719957886,0.0440330988983802,0.165965641525679,0,0.229659106495639,0.0633175611518988
"Baltimore",127154,0.45094065659596,868.718087775253,8308752028.09079,0.045256634997759,0.205150767859786,27.7878787878788,98.3880124631138,12.3442389867895,0.116935470219709,0.493482965276453,0.0358627742101646,0.023022820177188,0.193903425466427,0.0685884655350304,0.321491544121178,0.0963084918197274
"Baltimore",127798,0.582812594693182,473.401507030034,4326892684.60972,0.035863442415206,0.145553624828939,22.9318181818182,68.7150603365882,10.915615981241,0.0626545606997452,0.493175651021805,0.0314155206364529,0.000193521487774135,0.328222100574982,0.173517884494098,0.285995230463406,0.14821659532273
"Baltimore",127799,0.583497822011364,661.629726164841,5804398118.12556,0.0357954729713453,0.165936350526119,27.1136363636364,113.789606235888,12.3722630799335,0.0673448106033478,0.435080539982678,0.0027787732992854,0.000212682308327351,0.250725679763553,0.0865465213746856,0.321775310688688,0.0978037417227508
"Baltimore",127800,0.553229450772727,754.163287763636,5626977946.52579,0.0358792166733567,0.179559635972096,27.75,84.5013412123564,10.891112012987,0.0533837048252229,0.318337399157997,0,0,0.198872069328517,0.0625698012061648,0.209245921822509,0.140009846863497
"Boston",154992,0.520898863635909,826.837146445273,28322831338.6667,0.0385186198147891,0.208043818467889,28.5477272727273,119.39960790055,12.9772450192905,0.0727648118057252,0.299716849209204,0.237571342423306,0.0050135769571659,0.134485799662203,0.0395216796578153,0.132189775091867,0.0628662788553988
"Boston",154993,0.501809601449348,1007.2851846087,18774831383.8933,0.0368191984452068,0.212427283515749,29.579347826087,128.330015491744,14.5360424398468,0.0813999857822987,0.325497190073519,0.232158905565099,0,0.174886792841852,0.0122152296137236,0.160601644141061,0.0438264773727073
"Boston",155638,0.530534009008468,1169.5152350991,26902225981.7503,0.035494808776818,0.193307873062991,29.6882882882883,136.162007809822,13.619547589278,0.0864061137345667,0.518923070930215,0.239456851122039,0.133162627408447,0.216163082500063,0.0100801171384408,0.231066997599001,0.0583894592669187
"Boston",155639,0.382962635281548,2207.91832669881,25455073076.0225,0.0556819637552287,0.252834867819079,29.9071428571429,183.112560743337,14.7137794763518,0.14339870668632,0.365614797806124,0.168219042880615,0.0483941401639506,0.193685415147207,0.0030318711355253,0.193385223793235,0.044977052633718
"Boston",155640,0.342985606062,851.9301712,9098223954.98667,0.0438072730359192,0.135375199466944,26.4,156.187749077181,14.2516666666667,0.237547383603241,0.3791962697893,0.46003322015472,0.0948440466408283,0.327385220129343,0.0939393939393939,0.162952854462965,0.0554321132031341
"Boston",156284,0.426823099415088,2327.88466842105,16569940780.014,0.0297068960769363,0.255210894307024,29.8894736842105,198.845135481249,15.1671913191238,0.12570990264492,0.411908111686482,0.126334474071789,0.0375427347826663,0.169506814381132,0.0035727194372619,0.165546737211133,0.03927201917383
"Boston",156285,0.268780347673839,2509.33773519293,28896129760.3048,0.0409652902061021,0.243262536324307,29.903869047619,198.893220707931,14.7945905174283,0.157092412778678,0.491300189624972,0.0930970715491202,0.089322009258472,0.247490992841331,0.003131935666869,0.269806785148037,0.0741229447727838
"Boston",156286,0.315718036130385,915.789903086154,17962773929.3538,0.0484205840320217,0.155385270481929,29.6038461538462,111.16892252358,12.1724585599586,0.214658977520653,0.599662165398832,0.324942581475985,0,0.339719832221444,0.0119010736783895,0.277946955432708,0.141375508371188
"Cape_Coral",17273,0.4448410151518,334.210548,2096045576.70748,0.0284052811246789,0.258325678855181,29.628,53.9818469196194,8.67611904761905,0.0886357396929262,0.257500277579509,0.243751702106073,0,0.192689233946108,0.0113230727690022,0.153811920390824,0.101307987350792
"Cape_Coral",17274,0.420081751894167,365.375585416667,3051783029.51111,0.0295185049001754,0.238257428175226,29.475,68.7015642816977,10.0821456128748,0.119424702825417,0.318652996945725,0.0337019042073573,0.003142728545086,0.192337896302883,0.0161054124257845,0.152373752680549,0.139343719839972
"Cape_Coral",17918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape_Coral",17919,0.437936851851778,434.353371111111,2519220089.74222,0.0384370342844955,0.245329000552495,28.2255555555556,58.011434338388,9.05234567901235,0.0628080480807009,0.201759923240925,0.195453452560955,0.0521983724632113,0.121584207989728,0.0449378244914205,0.164508900936196,0.117356754496027
"Cape_Coral",17920,0.434672632575682,456.208250340909,2967045426.46437,0.039582347635265,0.273641750294535,29.5397727272727,73.2452293618829,11.9609217171717,0.0717969734272971,0.22977737896732,0.0918162441384954,0.026559435814807,0.161699460010279,0.0142619209987934,0.153745537674922,0.0504197759371647
"Cape_Coral",18564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape_Coral",18565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape_Coral",18566,0.436302678571429,347.208071428571,1166107890.54359,0.0421351908553272,0.242961571684905,25.3357142857143,53.0695954373008,11.4882936507937,0.0405503828299781,0.266305747794411,0.0622956357283265,0.0193445888678972,0.110798482377272,0.0681058439727737,0.0839715918308888,0.0398623759273834
"Chandler",72496,0.3334375,313.078366666667,3409005937.77778,0.0220585959104395,0.291829997052749,25.7607142857143,67.3863978387504,7.5712962962963,0.160107258149745,0.547758875812882,0.283668603246847,0,0.0879131021319265,0.0635542307870049,0.126408924714192,0.161433492315845
"Chandler",72497,0.282412037036889,526.512887777778,3962792920.68914,0.0220585959104395,0.250466210974587,29.0157936507937,76.9028003783144,8.4841975308642,0.0937159572973262,0.451960550405352,0.256174433444948,0,0.18722194036899,0.0282519919365206,0.14861144219784,0.101552389821794
"Chandler",72498,0.257592708334,740.58985,3034351947.30667,0.0215948579507626,0.279739051312208,26.371369047619,78.5287258142748,7.68611111111111,0.060635996748732,0.232911810092995,0.200815484542434,0.0113282916757772,0.107686085852921,0.0801294581289683,0.198150609610234,0.0697009396458258
"Chandler",73142,0.217722719298421,645.543623231579,5983741110.28652,0.0291940725999868,0.291964324602955,29.2363157894737,103.47008362267,13.5678738512949,0.112433680111415,0.364447307419859,0.152529529974345,0,0.0960952331943632,0.0231655124778408,0.194300487206798,0.0667880367362587
"Chandler",73143,0.223759144542743,945.96737079646,6821899216.45714,0.0309359213792592,0.300507894197924,29.916814159292,109.509589911339,11.9428032963431,0.0772014049222857,0.250984808104038,0.0879553102836802,0.0312429603214969,0.117460534595036,0.0027360697870567,0.172532796443943,0.0978123443677823
"Chandler",73144,0.264300175438316,872.173398947368,5524103276.57305,0.0256784788680397,0.253671304175728,29.8247368421053,100.981744872976,10.2662573099415,0.103852166748667,0.26629189413002,0.151445009089053,0.024577792932077,0.150478988810206,0.0056310504675049,0.162108146237948,0.103654646804819
"Chandler",73788,0.206872307692538,1074.97947107692,6932749841.19897,0.0412599897292202,0.313659221392411,29.8158608058608,114.820406179135,13.7449180911681,0.108287611506783,0.383800013945577,0.114182988645935,0.0292436261095052,0.0846721565563825,0.0059267038625076,0.18498249397472,0.0546723529682266
"Chandler",73789,0.205193263888583,1073.99585,7381044291.11933,0.0409254568238396,0.330065350482861,30,113.779674702139,13.0786127645503,0.0978876085537383,0.307590739332621,0.128187672508473,0.0249953302969218,0.0888330106994092,0,0.137974526342575,0.0637253739157197
